videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection,timestamp_raw
Zvxo_qxQE5U_tail,https://www.youtube.com/watch?v=Zvxo_qxQE5U,"[['0:00:48.800', '0:00:54.000']]",['An older woman sitting in a chair on the beach talking to another person.'],[0.450927734375],['desirable'],"[[['0:00:00.000', '0:00:06.500'], ['0:00:06.533', '0:00:09.100'], ['0:00:09.133', '0:00:11.433'], ['0:00:11.466', '0:00:14.433'], ['0:00:14.466', '0:00:29.266'], ['0:00:29.300', '0:00:33.033'], ['0:00:33.066', '0:00:39.000'], ['0:00:39.033', '0:00:43.100'], ['0:00:43.133', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
ZwM2vSH3E_4_head,https://www.youtube.com/watch?v=ZwM2vSH3E_4,"[['0:00:05.972', '0:00:11.172']]",['A man in a hat standing next to a river.'],[0.432373046875],['desirable'],"[[['0:00:00.000', '0:00:41.207'], ['0:00:41.274', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
ZwM2vSH3E_4_tail,https://www.youtube.com/watch?v=ZwM2vSH3E_4,"[['0:00:48.820', '0:00:54.020']]",['A man in a hat standing next to a river.'],[0.432373046875],['desirable'],"[[['0:00:00.000', '0:00:41.207'], ['0:00:41.274', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_0Scs8tv1eM_head,https://www.youtube.com/watch?v=_0Scs8tv1eM,"[['0:00:05.972', '0:00:11.172']]",['The drone is taking off and flying in a field.'],[0.4453125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
_0Scs8tv1eM_tail,https://www.youtube.com/watch?v=_0Scs8tv1eM,"[['0:00:48.820', '0:00:54.020']]",['The drone is taking off and flying in a field.'],[0.4453125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_3bm7ZaqxEQ_head,https://www.youtube.com/watch?v=_3bm7ZaqxEQ,"[['0:00:04.666', '0:00:09.866']]",['Person force jets take off and perform aerial maneuvers during an air show.'],[0.466552734375],['desirable'],"[[['0:00:00.000', '0:00:00.050'], ['0:00:00.066', '0:00:03.500'], ['0:00:03.516', '0:00:13.450'], ['0:00:13.466', '0:00:18.850'], ['0:00:18.866', '0:00:19.683']]]","[['0:00:04.666', '0:00:09.866']]"
_3bm7ZaqxEQ_tail,https://www.youtube.com/watch?v=_3bm7ZaqxEQ,"[['0:00:19.150', '0:00:24.350']]",['Person force jets take off and perform aerial maneuvers during an air show.'],[0.466552734375],['desirable'],"[[['0:00:00.000', '0:00:00.050'], ['0:00:00.066', '0:00:03.500'], ['0:00:03.516', '0:00:13.450'], ['0:00:13.466', '0:00:18.850'], ['0:00:18.866', '0:00:19.683']]]","[['0:00:19.150', '0:00:24.350']]"
_6ncOAbbBso_head,https://www.youtube.com/watch?v=_6ncOAbbBso,"[['0:00:10.944', '0:00:16.144']]",['A man is working on a drill with a screwdriver.'],[0.43603515625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:10.944', '0:00:16.144']]"
_6ncOAbbBso_tail,https://www.youtube.com/watch?v=_6ncOAbbBso,"[['0:00:53.792', '0:00:58.992']]",['A man is working on a drill with a screwdriver.'],[0.43603515625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:53.792', '0:00:58.992']]"
_EjomJWPqIw_head,https://www.youtube.com/watch?v=_EjomJWPqIw,"[['0:00:05.972', '0:00:11.172']]",['A man in glasses and a suit is talking to the camera while standing near a window with a view of the sea.'],[0.487548828125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
_EjomJWPqIw_tail,https://www.youtube.com/watch?v=_EjomJWPqIw,"[['0:00:48.820', '0:00:54.020']]",['A man in glasses and a suit is talking to the camera while standing near a window with a view of the sea.'],[0.487548828125],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_FdTHcmXXW0_head,https://www.youtube.com/watch?v=_FdTHcmXXW0,"[['0:00:11.000', '0:00:16.200']]","[""Person hawke is sitting in front of a movie poster and talking about working with cedric the entertainer in taxi driver's paul schrader's new movie.""]",[0.46923828125],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:11.000', '0:00:16.200']]"
_FdTHcmXXW0_tail,https://www.youtube.com/watch?v=_FdTHcmXXW0,"[['0:00:53.800', '0:00:59.000']]","[""Person hawke is sitting in front of a movie poster and talking about working with cedric the entertainer in taxi driver's paul schrader's new movie.""]",[0.46923828125],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:53.800', '0:00:59.000']]"
_H4j0F_xkd8_head,https://www.youtube.com/watch?v=_H4j0F_xkd8,"[['0:00:10.944', '0:00:16.144']]",['An aerial view of a group of animals in a field.'],[0.451171875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:10.944', '0:00:16.144']]"
_H4j0F_xkd8_tail,https://www.youtube.com/watch?v=_H4j0F_xkd8,"[['0:00:53.792', '0:00:58.992']]",['An aerial view of a group of animals in a field.'],[0.451171875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:53.792', '0:00:58.992']]"
_JiKdg_dXeA_head,https://www.youtube.com/watch?v=_JiKdg_dXeA,"[['0:00:08.008', '0:00:13.208']]","['It is a walk-in closet with adriatic mist finish, cashmere finish elements, boreas glass inserts, traditional crown molding, higher mounting height for boxes or offseason items, drawers with beveled mirror glass insert, news pearl and lane hardware, and a kick going around the closet.']",[0.458984375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:08.008', '0:00:13.208']]"
_JiKdg_dXeA_tail,https://www.youtube.com/watch?v=_JiKdg_dXeA,"[['0:00:50.856', '0:00:56.056']]","['It is a walk-in closet with adriatic mist finish, cashmere finish elements, boreas glass inserts, traditional crown molding, higher mounting height for boxes or offseason items, drawers with beveled mirror glass insert, news pearl and lane hardware, and a kick going around the closet.']",[0.458984375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:50.856', '0:00:56.056']]"
_KBZfce4gwA_head,https://www.youtube.com/watch?v=_KBZfce4gwA,"[['0:00:06.000', '0:00:11.200']]",['A man standing on a hill looking at the camera with mountains in the background.'],[0.4404296875],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:06.000', '0:00:11.200']]"
_KBZfce4gwA_tail,https://www.youtube.com/watch?v=_KBZfce4gwA,"[['0:00:48.800', '0:00:54.000']]",['A man standing on a hill looking at the camera with mountains in the background.'],[0.4404296875],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:48.800', '0:00:54.000']]"
_Ofxtt0Hs44_head,https://www.youtube.com/watch?v=_Ofxtt0Hs44,"[['0:00:11.011', '0:00:16.211']]",['A young man wearing glasses and a gray t-shirt is talking about winning an ultimate fighter tournament and how it means a lot to him to be the first canadian to win the regular season.'],[0.46337890625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:11.011', '0:00:16.211']]"
_Ofxtt0Hs44_tail,https://www.youtube.com/watch?v=_Ofxtt0Hs44,"[['0:00:53.859', '0:00:59.059']]",['A young man wearing glasses and a gray t-shirt is talking about winning an ultimate fighter tournament and how it means a lot to him to be the first canadian to win the regular season.'],[0.46337890625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:53.859', '0:00:59.059']]"
_PHQfd-cC0o_head,https://www.youtube.com/watch?v=_PHQfd-cC0o,"[['0:00:06.000', '0:00:11.200']]",['A man is sitting in the forest and talking to the camera.'],[0.476806640625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
_PHQfd-cC0o_tail,https://www.youtube.com/watch?v=_PHQfd-cC0o,"[['0:00:48.800', '0:00:54.000']]",['A man is sitting in the forest and talking to the camera.'],[0.476806640625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
_Q37sbKkTBo_head,https://www.youtube.com/watch?v=_Q37sbKkTBo,"[['0:00:07.540', '0:00:12.740']]",['A woman is standing next to a table with plates of food and a man at the beach.'],[0.443115234375],['desirable'],"[[['0:00:00.000', '0:00:15.949']]]","[['0:00:07.540', '0:00:12.740']]"
_Q37sbKkTBo_tail,https://www.youtube.com/watch?v=_Q37sbKkTBo,"[['0:00:18.290', '0:00:23.490']]",['A woman is standing next to a table with plates of food and a man at the beach.'],[0.443115234375],['desirable'],"[[['0:00:00.000', '0:00:15.949']]]","[['0:00:18.290', '0:00:23.490']]"
_T70L1yLTdM_head,https://www.youtube.com/watch?v=_T70L1yLTdM,"[['0:00:06.000', '0:00:11.200']]",['There is a woman wearing a white shirt and blue jeans jumping on a zip line in a forest.'],[0.474853515625],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:06.000', '0:00:11.200']]"
_T70L1yLTdM_tail,https://www.youtube.com/watch?v=_T70L1yLTdM,"[['0:00:48.800', '0:00:54.000']]",['There is a woman wearing a white shirt and blue jeans jumping on a zip line in a forest.'],[0.474853515625],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:48.800', '0:00:54.000']]"
_TjA4rTYutI_head,https://www.youtube.com/watch?v=_TjA4rTYutI,"[['0:00:08.942', '0:00:14.142']]",['A person is climbing a snow-covered mountain and tying their rope to a rock.'],[0.4365234375],['desirable'],"[[['0:00:00.000', '0:00:31.831']]]","[['0:00:08.942', '0:00:14.142']]"
_TjA4rTYutI_tail,https://www.youtube.com/watch?v=_TjA4rTYutI,"[['0:00:35.574', '0:00:40.774']]",['A person is climbing a snow-covered mountain and tying their rope to a rock.'],[0.4365234375],['desirable'],"[[['0:00:00.000', '0:00:31.831']]]","[['0:00:35.574', '0:00:40.774']]"
_U4XsglXM6o_head,https://www.youtube.com/watch?v=_U4XsglXM6o,"[['0:00:06.631', '0:00:11.831']]","['The speaker is sitting at a desk, wearing a suit and tie, with a backdrop of a city skyline in the background.']",[0.470947265625],['desirable'],"[[['0:00:00.000', '0:00:38.538'], ['0:00:38.580', '0:00:48.006']]]","[['0:00:06.631', '0:00:11.831']]"
_U4XsglXM6o_tail,https://www.youtube.com/watch?v=_U4XsglXM6o,"[['0:00:49.479', '0:00:54.679']]","['The speaker is sitting at a desk, wearing a suit and tie, with a backdrop of a city skyline in the background.']",[0.470947265625],['desirable'],"[[['0:00:00.000', '0:00:38.538'], ['0:00:38.580', '0:00:48.006']]]","[['0:00:49.479', '0:00:54.679']]"
_Ut7EC4aNOA_head,https://www.youtube.com/watch?v=_Ut7EC4aNOA,"[['0:00:06.000', '0:00:11.200']]",['There is a metal canister sitting on top of a rock in the middle of a forest.'],[0.444580078125],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
_Ut7EC4aNOA_tail,https://www.youtube.com/watch?v=_Ut7EC4aNOA,"[['0:00:48.800', '0:00:54.000']]",['There is a metal canister sitting on top of a rock in the middle of a forest.'],[0.444580078125],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
_VQQQzdSSqQ_head,https://www.youtube.com/watch?v=_VQQQzdSSqQ,"[['0:00:04.000', '0:00:09.200']]",['A snowy village in the mountains in winter with snow on the ground.'],[0.463134765625],['desirable'],"[[['0:00:00.000', '0:00:02.200'], ['0:00:02.240', '0:00:03.560'], ['0:00:03.600', '0:00:04.720'], ['0:00:04.760', '0:00:07.720'], ['0:00:07.760', '0:00:10.240'], ['0:00:10.280', '0:00:15.720'], ['0:00:15.760', '0:00:21.360'], ['0:00:21.400', '0:00:26.200'], ['0:00:26.240', '0:00:29.440'], ['0:00:29.480', '0:00:32.040']]]","[['0:00:04.000', '0:00:09.200']]"
_VQQQzdSSqQ_tail,https://www.youtube.com/watch?v=_VQQQzdSSqQ,"[['0:00:30.880', '0:00:36.080']]",['A snowy village in the mountains in winter with snow on the ground.'],[0.463134765625],['desirable'],"[[['0:00:00.000', '0:00:02.200'], ['0:00:02.240', '0:00:03.560'], ['0:00:03.600', '0:00:04.720'], ['0:00:04.760', '0:00:07.720'], ['0:00:07.760', '0:00:10.240'], ['0:00:10.280', '0:00:15.720'], ['0:00:15.760', '0:00:21.360'], ['0:00:21.400', '0:00:26.200'], ['0:00:26.240', '0:00:29.440'], ['0:00:29.480', '0:00:32.040']]]","[['0:00:30.880', '0:00:36.080']]"
_W2yF9zQqWk_head,https://www.youtube.com/watch?v=_W2yF9zQqWk,"[['0:00:05.972', '0:00:11.172']]",['A man swimming in a river surrounded by rocks.'],[0.452880859375],['desirable'],"[[['0:00:00.000', '0:00:28.528'], ['0:00:28.561', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
_W2yF9zQqWk_tail,https://www.youtube.com/watch?v=_W2yF9zQqWk,"[['0:00:48.820', '0:00:54.020']]",['A man swimming in a river surrounded by rocks.'],[0.452880859375],['desirable'],"[[['0:00:00.000', '0:00:28.528'], ['0:00:28.561', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_WNh0sFcsnM_head,https://www.youtube.com/watch?v=_WNh0sFcsnM,"[['0:00:06.000', '0:00:11.200']]",['A man is sitting on a beach near the water with a bottle of water.'],[0.442138671875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
_WNh0sFcsnM_tail,https://www.youtube.com/watch?v=_WNh0sFcsnM,"[['0:00:48.800', '0:00:54.000']]",['A man is sitting on a beach near the water with a bottle of water.'],[0.442138671875],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
_YYUL-CqjZ8_head,https://www.youtube.com/watch?v=_YYUL-CqjZ8,"[['0:00:04.480', '0:00:09.680']]",['A man is standing on a beach and talking to the camera.'],[0.482177734375],['desirable'],"[[['0:00:00.000', '0:00:19.880']]]","[['0:00:04.480', '0:00:09.680']]"
_YYUL-CqjZ8_tail,https://www.youtube.com/watch?v=_YYUL-CqjZ8,"[['0:00:19.200', '0:00:24.400']]",['A man is standing on a beach and talking to the camera.'],[0.482177734375],['desirable'],"[[['0:00:00.000', '0:00:19.880']]]","[['0:00:19.200', '0:00:24.400']]"
_Z1_2nZFLdQ_head,https://www.youtube.com/watch?v=_Z1_2nZFLdQ,"[['0:00:12.412', '0:00:17.612']]",['An aerial view of a news station reporting on a shooting in california.'],[0.45068359375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:12.412', '0:00:17.612']]"
_Z1_2nZFLdQ_tail,https://www.youtube.com/watch?v=_Z1_2nZFLdQ,"[['0:00:55.260', '0:01:00.460']]",['An aerial view of a news station reporting on a shooting in california.'],[0.45068359375],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:55.260', '0:01:00.460']]"
_Zt8VG-H4cs_head,https://www.youtube.com/watch?v=_Zt8VG-H4cs,"[['0:00:05.972', '0:00:11.172']]",['A man standing on the shore of a lake with mountains in the background.'],[0.44384765625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
_Zt8VG-H4cs_tail,https://www.youtube.com/watch?v=_Zt8VG-H4cs,"[['0:00:48.820', '0:00:54.020']]",['A man standing on the shore of a lake with mountains in the background.'],[0.44384765625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_ZxYnviMAR0_head,https://www.youtube.com/watch?v=_ZxYnviMAR0,"[['0:00:05.964', '0:00:11.164']]",['A female newscaster is presenting the weather forecast on an outdoor studio set with a backdrop of a city skyline at sunset.'],[0.448486328125],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:05.964', '0:00:11.164']]"
_ZxYnviMAR0_tail,https://www.youtube.com/watch?v=_ZxYnviMAR0,"[['0:00:48.812', '0:00:54.012']]",['A female newscaster is presenting the weather forecast on an outdoor studio set with a backdrop of a city skyline at sunset.'],[0.448486328125],['desirable'],"[[['0:00:00.000', '0:00:48.006']]]","[['0:00:48.812', '0:00:54.012']]"
_dvtJK2lo5I_head,https://www.youtube.com/watch?v=_dvtJK2lo5I,"[['0:00:13.780', '0:00:18.980']]",['A police officer pulls over a driver for texting while driving.'],[0.406494140625],['desirable'],"[[['0:00:00.000', '0:00:00.166'], ['0:00:00.200', '0:00:02.068'], ['0:00:02.102', '0:00:03.603'], ['0:00:03.636', '0:00:12.712']]]","[['0:00:13.780', '0:00:18.980']]"
_dvtJK2lo5I_tail,https://www.youtube.com/watch?v=_dvtJK2lo5I,"[['0:00:21.326', '0:00:26.526']]",['A police officer pulls over a driver for texting while driving.'],[0.406494140625],['desirable'],"[[['0:00:00.000', '0:00:00.166'], ['0:00:00.200', '0:00:02.068'], ['0:00:02.102', '0:00:03.603'], ['0:00:03.636', '0:00:12.712']]]","[['0:00:21.326', '0:00:26.526']]"
_e38XNayNQg_head,https://www.youtube.com/watch?v=_e38XNayNQg,"[['0:00:05.972', '0:00:11.172']]","['A man and a woman are sitting at a table on the beach, surrounded by palm trees and other greenery.']",[0.447998046875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
_e38XNayNQg_tail,https://www.youtube.com/watch?v=_e38XNayNQg,"[['0:00:48.820', '0:00:54.020']]","['A man and a woman are sitting at a table on the beach, surrounded by palm trees and other greenery.']",[0.447998046875],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_e5YSope19s_head,https://www.youtube.com/watch?v=_e5YSope19s,"[['0:00:05.448', '0:00:10.648']]",['An aerial view of a crane on a construction site.'],[0.478759765625],['desirable'],"[[['0:00:00.000', '0:00:26.506']]]","[['0:00:05.448', '0:00:10.648']]"
_e5YSope19s_tail,https://www.youtube.com/watch?v=_e5YSope19s,"[['0:00:26.722', '0:00:31.922']]",['An aerial view of a crane on a construction site.'],[0.478759765625],['desirable'],"[[['0:00:00.000', '0:00:26.506']]]","[['0:00:26.722', '0:00:31.922']]"
_ieTdszH96w_head,https://www.youtube.com/watch?v=_ieTdszH96w,"[['0:00:06.000', '0:00:11.200']]",['A young woman is smiling and posing with a large plate of food in front of a city skyline.'],[0.478515625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:06.000', '0:00:11.200']]"
_ieTdszH96w_tail,https://www.youtube.com/watch?v=_ieTdszH96w,"[['0:00:48.800', '0:00:54.000']]",['A young woman is smiling and posing with a large plate of food in front of a city skyline.'],[0.478515625],['desirable'],"[[['0:00:00.000', '0:00:47.966']]]","[['0:00:48.800', '0:00:54.000']]"
_oJ81vIIEDI_head,https://www.youtube.com/watch?v=_oJ81vIIEDI,"[['0:00:11.000', '0:00:16.200']]",['A group of people are standing in a forest and one person is showing them a plant.'],[0.474365234375],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:11.000', '0:00:16.200']]"
_oJ81vIIEDI_tail,https://www.youtube.com/watch?v=_oJ81vIIEDI,"[['0:00:53.800', '0:00:59.000']]",['A group of people are standing in a forest and one person is showing them a plant.'],[0.474365234375],['desirable'],"[[['0:00:00.000', '0:00:48.000']]]","[['0:00:53.800', '0:00:59.000']]"
_p8UOw8sSD0_head,https://www.youtube.com/watch?v=_p8UOw8sSD0,"[['0:00:05.972', '0:00:11.172']]",['A news story about a drone flying in the yard of a house.'],[0.424072265625],['desirable'],"[[['0:00:00.000', '0:00:10.710'], ['0:00:10.744', '0:00:14.214'], ['0:00:14.247', '0:00:16.516'], ['0:00:16.549', '0:00:20.353'], ['0:00:20.387', '0:00:28.928'], ['0:00:28.962', '0:00:34.067'], ['0:00:34.100', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
_p8UOw8sSD0_tail,https://www.youtube.com/watch?v=_p8UOw8sSD0,"[['0:00:48.820', '0:00:54.020']]",['A news story about a drone flying in the yard of a house.'],[0.424072265625],['desirable'],"[[['0:00:00.000', '0:00:10.710'], ['0:00:10.744', '0:00:14.214'], ['0:00:14.247', '0:00:16.516'], ['0:00:16.549', '0:00:20.353'], ['0:00:20.387', '0:00:28.928'], ['0:00:28.962', '0:00:34.067'], ['0:00:34.100', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_p9NLD5GhPg_head,https://www.youtube.com/watch?v=_p9NLD5GhPg,"[['0:00:05.972', '0:00:11.172']]",['A man is standing in a snowy forest and talking to the camera.'],[0.47509765625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
_p9NLD5GhPg_tail,https://www.youtube.com/watch?v=_p9NLD5GhPg,"[['0:00:48.820', '0:00:54.020']]",['A man is standing in a snowy forest and talking to the camera.'],[0.47509765625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_pYXQBlDuqE_head,https://www.youtube.com/watch?v=_pYXQBlDuqE,"[['0:00:05.972', '0:00:11.172']]",['A person is using a machine called the tie-matic hd38 twist tie machine to create an air-tight seal on a balloon.'],[0.482421875],['desirable'],"[[['0:00:00.000', '0:00:47.814']]]","[['0:00:05.972', '0:00:11.172']]"
_pYXQBlDuqE_tail,https://www.youtube.com/watch?v=_pYXQBlDuqE,"[['0:00:48.620', '0:00:53.820']]",['A person is using a machine called the tie-matic hd38 twist tie machine to create an air-tight seal on a balloon.'],[0.482421875],['desirable'],"[[['0:00:00.000', '0:00:47.814']]]","[['0:00:48.620', '0:00:53.820']]"
_qkDgjvJe18_head,https://www.youtube.com/watch?v=_qkDgjvJe18,"[['0:00:01.401', '0:00:06.601']]","[""A person's hand is touching the leaves of a plant in the forest.""]",[0.4658203125],['desirable'],"[[['0:00:00.000', '0:00:11.244']]]","[['0:00:01.401', '0:00:06.601']]"
_qkDgjvJe18_tail,https://www.youtube.com/watch?v=_qkDgjvJe18,"[['0:00:07.479', '0:00:12.679']]","[""A person's hand is touching the leaves of a plant in the forest.""]",[0.4658203125],['desirable'],"[[['0:00:00.000', '0:00:11.244']]]","[['0:00:07.479', '0:00:12.679']]"
_t5rLuLn4Rk_head,https://www.youtube.com/watch?v=_t5rLuLn4Rk,"[['0:00:05.972', '0:00:11.172']]",['A man and woman are sitting on a couch with the ocean in the background.'],[0.4619140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:05.972', '0:00:11.172']]"
_t5rLuLn4Rk_tail,https://www.youtube.com/watch?v=_t5rLuLn4Rk,"[['0:00:48.820', '0:00:54.020']]",['A man and woman are sitting on a couch with the ocean in the background.'],[0.4619140625],['desirable'],"[[['0:00:00.000', '0:00:48.014']]]","[['0:00:48.820', '0:00:54.020']]"
_tsqLokqWD4_head,https://www.youtube.com/watch?v=_tsqLokqWD4,"[['0:00:02.633', '0:00:07.833']]",['A view of a fallen tree in a forest.'],[0.44677734375],['desirable'],"[[['0:00:00.000', '0:00:21.066']]]","[['0:00:02.633', '0:00:07.833']]"
_tsqLokqWD4_tail,https://www.youtube.com/watch?v=_tsqLokqWD4,"[['0:00:18.533', '0:00:23.733']]",['A view of a fallen tree in a forest.'],[0.44677734375],['desirable'],"[[['0:00:00.000', '0:00:21.066']]]","[['0:00:18.533', '0:00:23.733']]"
_uBFh49o4M4_head,https://www.youtube.com/watch?v=_uBFh49o4M4,"[['0:00:11.000', '0:00:16.200']]",['Two young men are sitting on the beach and talking to each other.'],[0.468017578125],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:11.000', '0:00:16.200']]"
_uBFh49o4M4_tail,https://www.youtube.com/watch?v=_uBFh49o4M4,"[['0:00:53.800', '0:00:59.000']]",['Two young men are sitting on the beach and talking to each other.'],[0.468017578125],['desirable'],"[[['0:00:00.000', '0:00:47.960']]]","[['0:00:53.800', '0:00:59.000']]"
_x7Mku9K1tc_head,https://www.youtube.com/watch?v=_x7Mku9K1tc,"[['0:00:04.280', '0:00:09.480']]","['There is an aerial view of a crowd of people at a festival, and they are all wearing different colored clothes.']",[0.47314453125],['desirable'],"[[['0:00:00.000', '0:00:34.360']]]","[['0:00:04.280', '0:00:09.480']]"
_x7Mku9K1tc_tail,https://www.youtube.com/watch?v=_x7Mku9K1tc,"[['0:00:33.480', '0:00:38.680']]","['There is an aerial view of a crowd of people at a festival, and they are all wearing different colored clothes.']",[0.47314453125],['desirable'],"[[['0:00:00.000', '0:00:34.360']]]","[['0:00:33.480', '0:00:38.680']]"
_xTcSr8JGKQ_head,https://www.youtube.com/watch?v=_xTcSr8JGKQ,"[['0:00:06.439', '0:00:11.639']]",['Police are searching for a missing person on the beach.'],[0.423583984375],['desirable'],"[[['0:00:00.000', '0:00:34.868']]]","[['0:00:06.439', '0:00:11.639']]"
_xTcSr8JGKQ_tail,https://www.youtube.com/watch?v=_xTcSr8JGKQ,"[['0:00:36.141', '0:00:41.341']]",['Police are searching for a missing person on the beach.'],[0.423583984375],['desirable'],"[[['0:00:00.000', '0:00:34.868']]]","[['0:00:36.141', '0:00:41.341']]"
_zmAs985h2A_head,https://www.youtube.com/watch?v=_zmAs985h2A,"[['0:00:07.474', '0:00:12.674']]",['A news report about a driver who crashed into a tree.'],[0.4326171875],['desirable'],"[[['0:00:00.000', '0:00:02.302'], ['0:00:02.335', '0:00:03.837'], ['0:00:03.870', '0:00:06.673'], ['0:00:06.706', '0:00:09.609'], ['0:00:09.642', '0:00:11.945']]]","[['0:00:07.474', '0:00:12.674']]"
_zmAs985h2A_tail,https://www.youtube.com/watch?v=_zmAs985h2A,"[['0:00:14.252', '0:00:19.452']]",['A news report about a driver who crashed into a tree.'],[0.4326171875],['desirable'],"[[['0:00:00.000', '0:00:02.302'], ['0:00:02.335', '0:00:03.837'], ['0:00:03.870', '0:00:06.673'], ['0:00:06.706', '0:00:09.609'], ['0:00:09.642', '0:00:11.945']]]","[['0:00:14.252', '0:00:19.452']]"
a-aomlvsQL0_head,https://www.youtube.com/watch?v=a-aomlvsQL0,"[['0:00:05.505', '0:00:10.705']]",['A person is using an impact driver to screw in nails into a wooden plank.'],[0.455810546875],['desirable'],"[[['0:00:00.000', '0:00:44.110']]]","[['0:00:05.505', '0:00:10.705']]"
a-aomlvsQL0_tail,https://www.youtube.com/watch?v=a-aomlvsQL0,"[['0:00:44.449', '0:00:49.649']]",['A person is using an impact driver to screw in nails into a wooden plank.'],[0.455810546875],['desirable'],"[[['0:00:00.000', '0:00:44.110']]]","[['0:00:44.449', '0:00:49.649']]"
a0nntvedOPA_head,https://www.youtube.com/watch?v=a0nntvedOPA,"[['0:00:01.835', '0:00:07.035']]","['An aerial view of a roundabout with a sign that reads ""new roundabout completed today"".']",[0.443603515625],['desirable'],"[[['0:00:00.000', '0:00:02.736'], ['0:00:02.769', '0:00:14.681']]]","[['0:00:01.835', '0:00:07.035']]"
a0nntvedOPA_tail,https://www.youtube.com/watch?v=a0nntvedOPA,"[['0:00:11.349', '0:00:16.549']]","['An aerial view of a roundabout with a sign that reads ""new roundabout completed today"".']",[0.443603515625],['desirable'],"[[['0:00:00.000', '0:00:02.736'], ['0:00:02.769', '0:00:14.681']]]","[['0:00:11.349', '0:00:16.549']]"
a2-f0gvILg0_head,https://www.youtube.com/watch?v=a2-f0gvILg0,"[['0:00:06.673', '0:00:11.873']]",['An aerial view of a city street at night.'],[0.449462890625],['desirable'],"[[['0:00:00.000', '0:00:41.241']]]","[['0:00:06.673', '0:00:11.873']]"
a2-f0gvILg0_tail,https://www.youtube.com/watch?v=a2-f0gvILg0,"[['0:00:42.714', '0:00:47.914']]",['An aerial view of a city street at night.'],[0.449462890625],['desirable'],"[[['0:00:00.000', '0:00:41.241']]]","[['0:00:42.714', '0:00:47.914']]"
